moves,largestTile,score
68,32,316
113,128,956
144,128,1140
161,128,1400
102,64,628
198,128,1420
181,128,1636
100,64,604
111,64,664
152,128,1288
142,128,1228
210,256,2336
107,64,720
134,128,1168
118,64,844
82,64,552
126,128,1000
83,32,416
113,64,816
148,128,1252
163,128,1336
157,128,1316
147,128,1088
163,128,1316
102,64,672
103,64,640
174,128,1520
157,64,1036
191,128,1580
126,128,1060
131,64,768
123,64,904
97,64,596
133,64,740
256,128,2184
103,32,560
251,256,2500
98,64,660
147,128,1312
102,64,672
202,128,1560
130,128,1076
76,64,476
163,128,1324
134,128,1056
143,128,1156
108,64,672
113,128,1028
85,64,568
141,128,1148
133,64,816
103,64,600
202,128,1636
88,64,588
145,128,1108
167,128,1492
174,128,1464
174,128,1380
140,128,1108
101,64,612
181,128,1404
105,64,712
220,128,1604
93,64,604
153,128,1292
143,128,1208
94,64,600
143,128,1096
141,128,1136
95,64,616
199,128,1816
120,64,652
229,128,1748
146,128,1228
99,64,640
95,64,748
175,128,1392
136,128,1168
146,128,1252
191,128,1628
72,32,396
88,64,600
155,128,1284
132,64,960
279,256,2608
122,128,1004
142,128,1180
174,128,1312
182,128,1528
201,128,1580
120,64,884
163,128,1360
91,64,568
142,128,1056
121,64,724
102,64,704
101,64,644
178,128,1392
186,128,1572
76,64,508
159,128,1296
138,128,1236
100,64,608
119,64,852
176,128,1388
95,64,592
145,128,1200
179,64,1200
181,128,1532
113,64,712
179,128,1444
180,128,1404
234,256,2320
73,64,476
143,128,1160
190,128,1500
134,128,1040
122,64,768
128,128,1072
136,128,1060
117,64,708
177,128,1436
159,128,1128
93,64,528
107,64,660
174,128,1456
136,64,1024
190,128,1368
101,64,604
106,64,760
148,128,1248
135,128,1100
154,128,1328
147,128,1120
115,64,636
66,32,328
147,128,1224
172,128,1272
155,128,1228
118,64,828
155,128,1204
180,128,1372
201,128,1660
119,64,892
104,64,684
170,128,1336
132,128,1116
268,256,2784
106,64,692
99,64,628
137,128,1092
167,128,1372
111,64,692
159,128,1452
114,64,720
74,32,372
100,64,640
143,128,1224
104,64,700
96,64,620
124,64,680
140,64,1052
98,64,676
99,64,668
87,32,392
97,64,644
111,64,704
124,128,1020
175,128,1544
117,64,816
110,64,712
256,256,2476
148,128,1188
132,128,1172
148,128,1212
166,128,1372
144,128,1272
153,128,1148
233,256,2148
164,128,1300
161,128,1332
149,128,1240
98,64,516
114,64,728
185,128,1444
269,256,2776
105,64,708
290,256,2744
152,128,1348
160,128,1348
162,128,1512
118,128,960
97,64,680
84,32,464
189,256,2020
159,128,1304
176,128,1384
142,128,1072
200,128,1576
163,128,1392
156,128,1296
141,128,1236
88,64,572
84,64,548
102,64,692
167,128,1212
157,128,1140
158,128,1304
129,128,1056
63,32,296
172,128,1384
176,128,1576
101,64,596
151,128,1124
174,128,1360
167,128,1352
186,128,1464
61,32,280
146,128,1224
119,64,680
143,128,1112
196,128,1744
131,64,744
102,64,616
142,128,1036
174,128,1376
146,128,1124
85,64,592
257,128,2100
188,128,1620
138,128,1228
81,64,464
217,256,2256
118,64,820
160,128,1320
131,128,1060
163,128,1140
116,128,968
95,64,704
122,64,764
104,64,632
167,128,1308
172,128,1456
126,128,1012
94,64,624
170,128,1512
113,64,720
111,128,980
80,64,536
100,64,656
203,128,1676
169,128,1428
126,64,852
180,128,1536
119,64,756
94,64,576
128,64,788
101,64,656
214,256,2212
155,128,1184
99,64,624
117,64,820
93,64,544
142,128,1104
203,128,1488
101,64,676
180,128,1448
107,64,736
180,128,1504
159,128,1352
98,64,648
102,64,756
169,128,1192
165,128,1468
166,128,1344
193,128,1564
111,64,660
179,128,1424
241,128,2168
128,128,1028
342,256,3296
101,64,640
164,128,1356
135,64,936
255,256,2472
176,128,1444
220,256,2268
138,128,1056
156,128,1304
136,128,1008
162,128,1264
254,256,2352
73,64,448
137,64,980
130,128,1064
123,128,996
64,32,288
111,64,720
134,128,1120
108,64,728
199,128,1680
94,64,632
182,128,1500
79,32,472
187,128,1488
204,128,1948
185,128,1388
140,128,1196
153,64,1116
195,128,1612
157,128,1252
178,128,1392
124,64,880
110,64,568
98,64,636
130,128,1068
227,256,2280
122,128,1032
155,128,1320
178,128,1600
162,128,1360
87,64,552
175,128,1404
170,128,1328
89,64,588
201,128,1484
87,64,600
135,128,1080
94,64,504
135,128,1004
159,128,1320
142,128,1156
88,64,516
75,32,376
166,128,1380
154,128,1252
169,128,1356
184,128,1516
161,128,1280
121,64,860
111,64,664
224,256,2128
150,128,1180
92,64,684
140,128,1052
173,128,1440
153,128,1140
70,64,492
142,128,1188
128,128,1036
96,64,628
66,32,320
258,256,2780
169,128,1452
203,128,1664
129,64,788
66,64,444
127,128,1136
117,64,688
250,256,2688
154,128,1296
212,128,1828
160,128,1248
161,128,1184
129,64,812
238,256,2356
124,128,952
206,256,2068
158,128,1340
91,64,616
173,128,1528
264,256,2548
203,256,2120
129,128,1032
135,64,1012
112,64,672
158,128,1272
84,64,488
98,64,692
71,32,340
105,64,592
125,64,712
130,64,892
203,256,2112
164,128,1272
83,64,572
143,128,1188
83,64,500
149,128,1272
121,128,980
183,128,1440
163,128,1352
135,128,1044
154,64,816
110,64,644
87,64,556
85,64,584
120,128,976
161,128,1312
126,128,1028
74,64,484
118,64,740
82,64,472
188,256,1980
125,64,836
174,128,1364
86,32,436
119,64,856
228,128,2012
158,128,1340
176,128,1348
164,128,1280
99,64,616
150,128,1188
108,64,660
102,64,596
102,64,616
124,128,1064
66,32,312
235,256,2316
105,64,688
95,64,612
118,128,980
106,64,652
148,128,1204
105,64,600
128,64,800
262,256,2504
119,64,724
164,128,1356
166,64,1056
117,128,1000
196,256,2088
194,128,1692
103,64,752
153,128,1304
144,128,1272
83,32,332
114,64,752
152,128,1272
114,64,844
164,128,1312
153,128,1328
264,256,2556
109,64,684
99,64,704
80,32,324
100,64,664
88,64,596
145,128,1276
260,256,2764
171,128,1244
192,128,1460
87,64,532
174,128,1380
99,64,636
87,64,584
160,128,1280
121,64,716
146,128,1112
86,32,484
261,256,2632
150,128,1288
101,64,612
213,128,1760
146,128,1312
139,128,1156
305,256,2928
100,64,628
91,32,496
123,128,984
191,256,2016
117,64,712
258,256,2684
91,64,584
142,64,900
133,64,892
90,64,608
94,64,592
158,128,1212
110,128,924
92,64,652
169,128,1488
140,64,952
126,64,788
137,128,1192
82,32,476
158,128,1284
129,64,784
179,128,1476
160,128,1352
160,128,1304
122,64,776
113,64,708
162,128,1360
172,128,1436
132,128,1028
124,64,780
176,128,1452
95,64,560
121,64,688
193,128,1652
153,128,1196
115,64,860
115,64,740
114,64,676
65,32,364
202,128,1420
194,128,1452
253,256,2380
169,128,1316
132,128,1124
169,128,1380
151,128,1132
279,256,2640
161,128,1348
162,64,992
127,128,1024
102,64,616
106,64,760
163,128,1308
113,64,920
136,128,1056
170,128,1368
134,64,896
144,128,1088
121,128,1020
157,64,1092
126,64,888
111,64,660
114,64,732
142,128,1236
167,128,1320
196,128,1740
89,32,512
132,64,744
155,128,1348
76,32,396
181,128,1364
83,64,532
147,128,1148
96,64,648
81,32,404
147,128,980
116,64,772
118,64,812
286,256,2996
82,64,540
161,128,1276
113,64,796
178,256,1964
118,64,876
178,128,1248
168,128,1332
118,64,780
234,256,2104
157,128,1320
168,128,1372
271,256,2828
57,32,272
64,32,300
135,64,900
94,64,528
140,128,1020
127,64,748
113,64,856
127,64,748
116,64,716
63,32,264
113,64,752
252,128,2188
138,128,1060
138,128,1076
100,64,632
142,128,1104
181,128,1440
202,128,1488
263,256,2460
162,128,1304
203,256,2212
168,128,1332
143,128,1208
142,128,1268
174,128,1424
72,64,448
94,64,576
101,64,648
113,64,660
96,64,660
108,64,672
78,32,432
108,64,712
113,64,748
236,256,2432
86,64,564
169,128,1296
108,64,720
135,64,896
187,256,1996
100,64,656
143,128,1092
160,128,1328
99,64,632
88,64,564
90,64,504
97,64,620
59,16,236
156,128,1304
98,64,604
128,64,904
183,128,1472
121,128,1008
101,64,644
129,64,952
165,128,1192
121,64,768
129,64,740
104,64,652
234,256,2236
100,64,620
171,128,1444
158,128,1332
120,64,756
194,128,1540
144,128,1188
63,32,296
169,128,1236
103,64,584
122,128,1016
124,128,992
168,128,1320
93,64,616
146,128,1200
134,128,1008
183,128,1632
175,128,1400
140,128,1136
163,128,1376
158,128,1368
104,64,620
110,128,956
273,256,2784
136,128,1204
93,64,588
68,64,396
102,64,672
112,64,636
166,128,1304
99,64,640
81,64,508
81,32,396
172,128,1468
133,128,1024
113,128,916
167,128,1384
203,128,1676
102,64,652
189,256,2020
132,64,832
169,128,1504
154,128,1384
174,128,1408
68,32,348
134,128,1040
149,64,988
102,64,640
59,32,284
138,128,968
87,64,572
158,128,1328
158,128,1312
150,128,1208
189,128,1776
197,128,1420
103,64,680
252,256,2824
250,256,2528
97,64,660
255,256,2456
145,64,940
183,128,1616
258,256,2432
136,128,1084
157,128,1188
181,128,1656
98,64,548
82,64,536
72,32,360
123,128,1040
100,64,592
157,128,1252
125,64,856
114,64,724
154,128,1320
102,64,648
127,64,816
51,32,256
110,64,640
157,128,1304
146,128,1128
151,64,1028
145,128,1120
148,128,1220
176,128,1508
270,256,2752
150,128,1300
162,128,1328
144,64,952
197,128,1660
102,64,672
103,64,612
58,32,328
286,256,2920
121,128,956
178,128,1344
145,128,1092
143,64,912
100,64,608
61,32,284
127,128,1036
285,256,2888
90,64,592
94,32,444
195,128,1724
129,64,916
73,32,416
272,256,2520
199,256,2164
100,64,632
136,128,1064
90,64,548
133,128,1216
102,64,752
159,128,1180
104,64,684
96,64,596
265,256,2664
104,64,640
108,128,896
133,128,1148
94,64,556
153,128,1204
92,64,564
118,64,820
243,256,2208
107,64,636
192,128,1472
104,64,616
110,64,668
158,128,1324
132,64,884
77,64,472
87,64,584
113,128,984
125,64,868
196,128,1784
158,128,1368
85,64,536
97,64,660
171,128,1480
55,32,272
112,128,920
67,32,268
130,128,1108
243,256,2360
173,128,1444
159,128,1272
161,128,1332
125,64,728
193,256,2108
76,64,460
138,128,1132
106,64,600
179,128,1368
173,128,1436
258,256,2684
122,64,776
153,128,1244
126,128,1008
82,32,396
95,64,684
87,64,572
84,64,532
230,128,1752
181,128,1376
93,64,640
99,64,672
116,128,1008
115,64,668
100,64,680
172,128,1352
198,128,1664
68,64,432
155,128,1248
79,64,560
160,128,1328
123,128,1016
243,256,2520
163,128,1324
105,64,768
169,128,1352
74,32,288
229,256,2136
166,128,1340
148,128,1248
69,32,332
167,128,1324
124,64,968
138,128,1048
131,64,952
107,64,716
233,256,2116
186,128,1328
162,128,1272
165,128,1308
163,128,1348
163,128,1264
147,128,1104
91,64,564
61,32,300
193,128,1588
110,64,712
128,128,1092
101,64,616
186,128,1440
96,64,576
153,128,1180
120,64,744
111,64,764
161,128,1260
106,64,592
146,128,1284
74,32,376
175,128,1388
249,256,2396
102,64,652
202,128,1648
136,128,1132
144,128,1152
87,64,536
116,64,728
152,128,1168
73,32,448
196,128,1604
90,64,576
230,256,2188
131,128,1036
114,64,684
164,128,1444
258,256,2404
151,128,1224
175,128,1484
163,128,1368
75,32,384
238,256,2428
114,64,800
105,64,744
156,128,1340
108,64,680
205,128,1512
99,64,652
135,128,1100
98,64,628
143,128,1292
209,128,1812
118,64,764
101,64,604
94,64,580
87,64,568
142,128,1216
148,128,1040
120,64,768
88,64,592
146,128,1248
112,64,780
170,128,1400
102,64,668
159,128,1148
142,128,1156
98,64,536
116,64,672
172,128,1428
325,256,3088
129,64,796
155,128,1308
120,64,760
221,256,2148
205,256,1976
108,64,696
122,64,720
103,64,632
172,128,1340
172,128,1332
131,128,1020
170,128,1424
106,64,576
214,128,1944
111,64,712
90,64,584
160,128,1296
121,64,860
166,128,1316
176,128,1436
150,128,1152
59,32,288
208,128,1580
213,256,2088
116,128,1036
202,128,1632
107,64,628
166,128,1276
249,128,2176
114,128,908
122,128,960
99,64,680
98,64,612
159,128,1124
202,128,1572
109,64,684
139,128,1032
200,128,1596
111,64,628
156,128,1256
142,64,1000
182,128,1480
123,128,960
145,128,1192
137,128,1016
182,128,1608
122,64,804
149,128,1180
139,64,940
97,64,580
58,32,268
175,128,1364
125,128,1044
116,64,724
134,128,1092
90,32,480
140,64,884
97,64,608
114,64,672
222,128,2012
113,64,636
129,64,880
159,128,1308
169,128,1336
142,128,1132
155,128,1300
178,128,1368
101,64,636
137,128,1124
78,64,464
182,64,1020
158,128,1276
55,32,268
154,128,1172
60,32,276
153,128,1136
159,128,1320
134,128,1052
149,128,1296
107,64,676
139,128,1120
123,128,904
88,64,584
48,16,192
124,128,1040
98,64,600
162,128,1272
103,64,608
288,256,3064
71,64,436
175,128,1580
140,128,1104
163,128,1376
66,64,404
140,128,1152
116,64,748
135,64,936
91,64,572
110,64,708
73,32,336
100,64,816
137,128,1080
84,32,428
190,128,1576
173,128,1348
155,128,1140
162,128,1360
91,64,572
148,128,1132
111,64,664
84,64,496
76,64,424
167,128,1404
174,128,1328
317,256,3060
145,128,1116
104,64,608
110,64,708
101,64,592
167,128,1316
145,128,1212
169,128,1332
110,64,832
116,64,728
170,128,1352
108,64,720
138,128,1096
105,64,600
91,64,580
193,128,1432
148,128,1068
135,128,1092
82,64,568
182,128,1536
62,32,280
108,64,672
106,64,696
95,64,668
108,64,676
84,32,460
158,128,1280
103,64,668
139,128,1172
213,256,2132
173,128,1344
94,64,524
144,128,1108
124,128,1008
88,64,512
98,64,608
116,64,760
108,64,712
191,128,1680
129,64,904
109,64,716
94,64,632
129,64,900
186,128,1480
103,64,612
107,64,700
100,64,628
113,64,776
73,64,464
107,64,820
102,64,680
208,256,2128
92,64,644
161,128,1320
132,64,980
174,128,1392
83,32,396
164,128,1348
114,128,996
171,128,1356
100,64,592
67,32,324
58,32,260
187,128,1488
88,64,580
93,64,596
169,128,1372
125,64,784
127,64,760
111,64,744
260,256,2760
130,128,1052
144,128,1232
96,64,624
131,128,1064
118,128,932
99,64,648
87,32,404
177,128,1516
103,64,572
160,128,1276
149,128,1172
96,64,604
57,32,276
196,128,1448
121,64,804
111,64,788
171,128,1320
98,64,660
246,256,2484
111,64,692
142,128,1048
119,64,808
102,64,520
133,128,1140
105,64,716
110,64,636
162,128,1336
109,64,724
113,64,784
168,128,1336
123,64,908
89,64,520
73,32,388
146,128,1084
141,128,1080
163,128,1332
216,256,2036
177,128,1504
108,64,760
91,64,576
131,64,732
137,128,1204
183,128,1460
162,128,1372
99,64,620
217,128,2000
63,32,268
192,128,1368
169,128,1380
175,128,1412
172,256,1892
161,128,1196
49,32,228
99,64,640
85,64,480
95,64,596
272,256,2764
276,256,2428
156,128,1412
73,32,400
257,256,2524
228,256,2308
164,128,1400
144,128,1044
129,128,976
126,128,1080
152,128,1332
148,128,1244
214,256,2068
78,32,372
97,64,568
162,128,1344
244,256,2384
134,64,964
147,128,1036
151,128,1152
132,64,836
160,128,1384
113,64,656
165,128,1208
135,128,1204
132,64,936
167,128,1336
119,64,844
143,128,1216
169,128,1432
157,128,1332
250,256,2488
108,64,636
73,32,368
103,64,656
85,32,440
125,64,728
146,128,1272
64,32,324
84,64,484
113,64,724
97,64,664
200,256,1976
160,128,1224
205,128,1816
247,256,2428
217,128,1852
180,128,1440
142,128,1108
259,256,2632
163,128,1424
114,128,1008
155,128,1252
84,32,472
199,256,2100
151,128,1308
158,128,1260
122,64,772
157,128,1268
70,64,428
136,64,920
171,128,1404
103,64,640
89,32,384
130,64,928
145,64,828
156,128,1200
117,64,660
129,128,1044
96,64,640
119,64,872
109,64,600
119,64,736
189,128,1400
127,64,796
126,64,720
148,128,1252
113,64,816
146,128,1056
77,32,396
245,256,2300
171,128,1380
161,128,1356
187,128,1612
116,64,820
193,128,1656
97,64,652
87,64,500
72,32,364
110,64,700
153,128,1224
156,128,1252
165,128,1420
265,256,2780
189,128,1404
301,256,3124
126,64,924
82,64,528
156,128,1180
127,128,1028
71,32,312
136,64,912
154,64,1104
134,128,1228
114,128,992
133,128,1076
163,128,1176
112,64,636
121,64,784
137,128,1100
207,128,1932
79,32,424
152,128,1248
96,64,628
111,128,948
119,128,988
63,32,312
85,64,520
107,64,688
187,128,1540
205,128,1624
122,128,1024
186,128,1504
108,64,692
117,64,768
38,16,140
98,64,672
103,64,672
119,64,660
142,128,1108
145,64,1024
112,64,800
138,128,1076
118,64,776
117,64,752
157,128,1280
99,64,588
89,64,556
101,64,708
124,128,1032
161,128,1276
96,64,552
178,128,1356
158,128,1328
187,128,1452
93,64,580
71,32,280
110,64,604
181,128,1484
123,128,984
137,128,1084
152,64,980
92,64,536
51,32,256
118,64,860
161,128,1376
86,32,420
196,128,1652
126,64,872
186,128,1444
168,128,1360
141,64,832
254,256,2488
119,64,752
133,64,880
161,128,1320
149,128,1272
94,64,592
157,128,1232
63,32,300
137,64,760
151,128,1304
102,64,648
263,256,2740
188,128,1376
109,64,628
87,64,552
158,128,1276
171,128,1340
105,64,688
183,128,1412
100,64,572
94,64,648
159,128,1388
92,64,548
190,128,1368
93,32,508
212,256,2288
133,128,1128
98,64,580
147,128,1224
221,256,2236
188,128,1552
146,128,1148
87,64,548
78,64,488
211,128,1548
133,128,1064
109,64,664
102,64,668
96,64,504
120,128,980
109,64,648
148,128,1124
135,64,820
127,128,1020
179,128,1464
148,128,1228
96,64,692
123,64,920
140,128,1080
74,64,512
188,128,1580
118,64,760
111,64,704
216,256,2296
108,64,632
95,64,620
136,64,808
166,128,1372
144,128,1128
126,64,884
88,64,608
214,256,2152
139,128,1160
191,128,1760
123,64,876
102,64,672
86,32,440
164,128,1160
240,256,2420
262,256,2852
184,128,1436
147,128,1280
144,128,1284
149,128,1240
80,32,440
171,128,1344
123,64,704
179,128,1456
115,64,708
178,128,1380
129,64,896
121,64,892
157,128,1364
99,64,600
103,64,724
134,128,1116
115,64,784
93,64,632
60,32,244
113,64,676
131,64,952
245,256,2304
110,64,692
67,32,356
153,128,1328
135,64,944
174,128,1456
211,256,2164
115,64,636
114,128,960
131,128,1056
181,128,1484
112,64,704
166,128,1424
200,128,1620
119,64,728
228,256,2308
114,64,692
64,32,316
116,128,976
162,128,1308
96,64,604
75,32,384
105,64,608
104,64,632
70,32,372
263,256,2756
62,32,312
167,128,1324
188,128,1540
117,64,840
149,64,920
141,64,936
79,32,388
106,64,720
180,128,1444
172,128,1408
138,128,1068
176,128,1308
157,128,1328
73,32,356
117,64,768
125,128,1024
216,256,2056
67,32,268
144,128,1140
92,64,572
110,64,636
97,64,660
160,128,1172
161,128,1240
103,64,528
183,128,1472
241,128,2064
195,128,1676
203,128,1720
131,64,820
140,64,1008
92,64,572
181,128,1468
207,128,1724
180,128,1440
156,128,1336
128,64,880
187,128,1640
142,128,1196
109,64,732
140,128,1136
146,128,1112
111,64,724
122,64,908
80,64,532
274,256,3024
172,128,1408
199,128,1364
141,64,804
222,256,2316
121,64,832
89,64,572
139,128,1136
134,128,1176
108,64,732
114,128,988
195,128,1544
131,128,1024
129,128,1040
211,128,2020
144,128,1092
81,32,432
119,128,988
134,64,908
105,64,684
85,64,512
198,128,1512
135,128,1040
88,64,464
120,64,736
123,64,808
196,128,1620
98,64,652
157,64,1032
102,64,600
141,128,1256
152,128,1080
165,128,1368
180,128,1332
92,32,388
135,64,1072
113,64,840
107,64,680
169,128,1472
115,64,732
192,256,1896
237,128,2064
113,64,856
195,256,1976
140,128,1276
172,128,1328
211,256,2088
173,128,1356
122,64,904
129,64,768
126,64,860
238,256,2324
114,64,724
138,128,1136
80,32,424
119,64,800
124,128,964
122,64,716
147,128,1200
138,128,1112
119,64,848
194,128,1260
106,64,696
215,256,2096
85,64,580
142,128,1256
138,64,940
154,128,1328
143,128,1136
190,128,1484
107,64,628
173,128,1472
102,64,652
138,128,1056
187,128,1464
128,128,1044
244,256,2356
156,128,1356
107,64,792
172,128,1680
171,128,1228
118,64,768
150,128,1240
176,128,1416
138,64,1076
146,128,1164
118,64,876
117,128,920
106,64,620
89,64,548
108,64,768
175,128,1252
174,128,1500
86,32,468
91,64,564
138,128,1116
113,64,772
257,256,2584
96,64,584
134,64,804
183,128,1664
149,128,1192
90,64,576
131,64,892
130,64,840
224,256,2132
125,64,664
85,64,532
237,256,2284
120,64,788
309,256,3060
73,64,532
111,64,768
89,32,476
118,64,740
166,128,1336
71,32,360
163,128,1344
190,128,1668
120,64,924
169,128,1484
136,128,1080
97,32,452
131,128,1136
93,64,600
214,128,1820
84,64,548
231,128,2016
86,64,508
137,128,1140
104,64,632
96,64,492
102,64,652
78,32,452
140,64,1008
76,64,468
223,256,2152
105,64,680
145,128,1140
222,256,2284
79,32,448
130,128,1040
65,32,340
168,128,1280
105,64,600
150,128,1124
153,128,1304
194,128,1372
124,64,760
91,64,544
91,64,564
239,256,2312
250,256,2372
70,32,312
261,256,2512
157,128,1156
192,128,1512
115,128,928
206,256,2020
117,64,652
136,128,1100
135,64,1004
124,128,916
191,256,2008
119,64,668
164,128,1240
114,64,752
130,128,1112
103,64,648
135,128,1060
72,64,492
119,64,880
171,128,1448
207,128,1836
81,32,424
166,128,1204
161,128,1196
111,64,728
118,64,764
102,64,604
94,64,624
195,128,1512
103,64,636
197,256,2092
104,64,624
170,128,1372
198,256,2020
89,64,556
145,128,1264
167,128,1400
96,64,600
92,64,724
117,64,704
260,256,2492
68,32,344
153,128,1192
104,64,608
135,128,1072
117,64,760
105,64,624
167,128,1528
190,256,2008
135,128,1212
67,32,312
92,64,512
70,32,364
237,256,2352
171,128,1428
69,32,372
130,128,992
99,64,644
128,64,716
45,32,216
246,256,2384
233,256,2364
174,128,1220
179,128,1352
126,128,1040
132,128,984
90,64,520
147,128,1272
96,64,612
121,64,676
190,128,1556
177,128,1452
180,128,1424
111,64,624
185,128,1356
74,32,356
186,128,1360
84,32,412
182,128,1616
99,64,660
151,128,1232
180,128,1412
165,128,1232
129,128,992
168,128,1328
104,64,632
117,64,776
166,128,1288
84,64,496
58,32,232
209,256,2076
162,128,1156
108,64,724
229,256,2148
95,64,612
163,128,1352
168,128,1328
294,256,2792
90,64,644
284,256,3028
89,64,520
128,128,1008
75,32,352
159,128,1348
132,128,1028
110,64,580
131,64,912
151,128,1144
132,128,948
219,128,1796
171,128,1456
146,128,1032
128,64,856
167,128,1300
116,64,712
117,64,744
187,128,1608
87,64,580
267,256,2644
112,64,672
161,128,1420
151,128,1196
181,128,1436
167,128,1320
153,128,1324
186,128,1480
246,256,2416
131,64,900
151,128,1324
83,32,440
91,64,640
133,64,752
185,128,1552
52,16,172
202,128,1492
87,64,584
201,128,1540
100,64,616
185,128,1576
228,256,2308
166,128,1396
282,256,2780
125,64,904
92,64,592
133,128,1200
101,64,572
252,128,2140
106,64,644
102,64,616
246,256,2440
165,128,1352
172,128,1400
175,128,1188
210,256,2156
167,128,1364
136,64,916
90,64,596
141,128,1040
133,128,1068
173,128,1340
108,64,696
108,64,720
150,128,1168
185,128,1392
115,64,720
96,64,620
106,64,704
116,64,728
94,64,580
128,64,776
160,128,1204
145,128,1096
86,64,580
104,64,616
100,64,608
148,128,1244
108,64,660
161,128,1348
128,128,1056
201,128,1496
143,128,1160
184,128,1376
98,64,616
165,128,1232
134,128,1068
130,64,784
178,256,1968
157,128,1280
167,128,1244
83,64,528
220,256,2304
108,64,696
175,128,1464
162,128,1300
109,64,688
87,64,556
160,128,1380
91,64,628
191,128,1556
79,32,404
153,128,1256
120,128,984
117,128,1020
141,128,1056
157,128,1120
178,128,1372
98,64,624
91,64,560
99,64,624
206,128,1644
95,64,564
142,128,1108
80,64,516
85,64,504
216,256,2088
110,64,704
166,128,1416
103,64,644
143,128,1240
268,256,2688
155,128,1180
111,64,704
77,32,392
150,128,1276
111,64,656
148,128,1220
118,64,732
129,64,760
201,256,2064
79,64,492
147,128,1136
117,128,1040
83,64,516
164,128,1396
155,128,1264
175,128,1316
128,64,952
129,128,1052
127,128,1036
183,128,1448
250,256,2448
146,128,1320
129,64,972
104,64,660
157,128,1416
84,64,536
107,64,628
106,64,628
154,128,1396
128,64,896
178,128,1496
134,128,1164
65,32,296
150,128,1152
143,128,1112
160,128,1292
174,128,1404
195,128,1508
147,128,1320
91,64,620
140,128,1196
232,256,2304
177,128,1440
155,128,1276
85,64,472
167,128,1236
175,128,1420
213,128,1616
184,128,1532
86,64,560
105,64,656
75,32,360
178,128,1336
99,64,656
153,64,1060
111,64,568
157,128,1228
116,128,992
113,64,600
167,128,1372
60,32,292
233,256,2380
172,128,1368
148,128,1288
89,64,536
110,64,628
247,256,2376
129,64,888
129,64,964
127,64,848
134,128,1048
123,128,972
112,64,720
171,128,1280
172,128,1316
134,64,944
269,256,2524
108,64,716
98,32,432
176,128,1356
108,64,684
83,64,576
105,64,704
138,128,1052
90,64,516
92,32,520
80,64,532
194,128,1448
102,64,592
232,256,2228
164,128,1284
161,128,1256
257,256,2520
142,128,1016
105,128,904
83,64,576
158,128,1332
261,256,2528
108,64,628
122,128,992
92,32,508
128,128,976
130,64,880
177,128,1352
241,256,2268
136,128,1144
82,64,532
136,128,1060
110,64,840
106,32,536
73,64,516
75,32,380
104,64,724
74,32,380
226,256,2160
67,32,312
122,128,928
254,256,2532
155,128,1284
88,64,556
131,64,808
169,128,1184
140,128,1048
146,128,1136
122,64,848
87,32,464
105,64,704
205,128,1704
138,128,1104
229,256,2296
119,64,856
313,256,3048
200,128,1732
115,64,684
140,128,1148
106,64,732
173,128,1436
165,128,1328
171,128,1332
82,32,500
97,32,464
134,128,1064
191,128,1456
139,128,1212
191,128,1528
225,256,2176
107,64,656
141,128,1080
120,64,756
220,128,1936
157,128,1316
108,64,732
152,128,1256
99,64,672
99,32,468
157,64,1028
122,128,1012
149,128,1140
231,256,2116
83,64,580
157,128,1280
188,128,1468
115,64,736
71,32,364
58,32,272
147,64,976
151,128,1244
99,64,588
136,128,1180
158,128,1204
118,64,732
273,256,2916
276,256,2800
186,128,1516
173,128,1352
125,64,896
119,64,732
85,64,576
115,64,824
188,128,1432
113,64,860
135,128,1040
68,32,380
167,128,1324
124,64,844
94,64,568
164,128,1456
113,64,708
144,128,1148
140,128,1112
128,64,832
111,64,632
170,128,1388
143,128,1160
127,128,1016
183,128,1268
100,64,640
156,128,1312
110,64,732
141,128,1100
170,128,1388
109,64,752
82,64,480
102,64,628
134,128,1224
91,64,588
199,128,1404
61,32,284
144,128,1148
96,64,584
164,128,1376
104,64,600
106,64,596
272,256,2664
60,32,308
224,128,1756
200,128,1632
182,128,1484
125,128,1068
70,32,316
76,64,436
72,64,464
120,64,780
175,128,1396
124,64,892
158,128,1228
205,256,2060
91,64,572
101,64,680
133,128,1000
111,128,936
220,256,2332
187,128,1548
101,64,612
139,128,1100
195,256,2068
157,128,1224
215,256,2112
203,256,2020
124,64,860
134,128,1176
201,128,1808
108,64,688
86,64,544
115,64,716
172,128,1408
137,128,1128
92,64,584
161,128,1256
100,64,608
126,64,800
157,128,1232
197,128,1436
175,128,1572
90,64,548
97,64,644
62,32,308
131,64,968
94,64,556
142,128,1260
150,128,1164
171,128,1368
173,128,1352
75,64,476
108,64,628
143,128,1264
89,64,576
169,128,1416
63,32,248
96,64,620
166,128,1392
101,64,684
109,64,688
82,64,540
281,256,2920
169,128,1380
116,64,800
76,64,444
257,256,2736
85,64,532
181,128,1456
98,64,616
153,128,1320
165,128,1336
128,128,1040
161,128,1280
99,64,540
60,32,296
107,64,608
170,128,1608
92,64,572
155,128,1348
201,128,1548
142,128,1288
106,64,592
121,128,1032
132,128,1064
117,64,852
58,32,276
75,32,344
77,32,304
87,32,500
153,128,1264
278,256,2908
218,128,1764
178,128,1408
122,64,836
81,64,484
185,128,1528
220,256,2224
163,128,1388
153,128,1200
183,128,1780
102,64,632
95,64,640
212,128,1384
221,256,2124
178,128,1500
136,128,1144
164,128,1272
169,128,1232
